Full Path,Name,URL
83計量經濟理論三四/83.02黃景沂(四上),83.02黃景沂(四上),https://drive.google.com/drive/folders/1BglDjN7cB1tZc-zrEAkxMVMDseKT6YE_
83計量經濟理論三四/83.01管中閔(三),83.01管中閔(三),https://drive.google.com/drive/folders/1jWhK2rdUNdDJyC-VzK_MggO7TUQupzBm
83計量經濟理論三四/83.03陳釗而(四下),83.03陳釗而(四下),https://drive.google.com/drive/folders/1qmoRbwIe8GR4Wp5476Hl3bJ1UiwruYsy
